22.750 -23.125 100.00
22.825 -23.125 100.00
22.900 -23.125 100.00
22.975 -23.125 100.00
23.050 -23.125 100.00
23.125 -23.125 100.00
23.200 -23.125 100.00
23.275 -23.125 100.00
23.350 -23.125 100.00
23.425 -23.125 100.00
23.500 -23.125 100.00
23.575 -23.125 100.00
23.650 -23.125 100.00
23.725 -23.125 100.00
23.800 -23.125 100.00
23.875 -23.125 100.00
23.950 -23.125 100.00
24.025 -23.125 100.00
24.100 -23.125 100.00
24.175 -23.125 100.00
24.250 -23.125 100.00
24.325 -23.125 100.00
24.400 -23.125 100.00
24.475 -23.125 100.00
24.550 -23.125 100.00
24.625 -23.125 100.00
24.700 -23.125 100.00
24.775 -23.125 100.00
24.850 -23.125 100.00
24.925 -23.125 100.00
25.000 -23.125 100.00
25.075 -23.125 100.00
25.150 -23.125 100.00
25.225 -23.125 100.00
25.300 -23.125 100.00
25.375 -23.125 100.00
25.450 -23.125 100.00
25.525 -23.125 100.00
25.600 -23.125 100.00
25.675 -23.125 100.00
25.750 -23.125 100.00
25.825 -23.125 100.00
25.900 -23.125 100.00
25.975 -23.125 100.00
26.050 -23.125 100.00
26.125 -23.125 100.00
26.200 -23.125 100.00
26.275 -23.125 100.00
26.350 -23.125 100.00
26.425 -23.125 100.00
26.500 -23.125 100.00
26.575 -23.125 100.00
26.650 -23.125 100.00
26.725 -23.125 100.00
26.800 -23.125 100.00
26.875 -23.125 100.00
26.950 -23.125 100.00
27.025 -23.125 100.00
22.750 -23.050 100.00
22.825 -23.050 100.00
22.900 -23.050 100.00
22.975 -23.050 100.00
23.050 -23.050 100.00
23.125 -23.050 100.00
23.200 -23.050 100.00
23.275 -23.050 100.00
23.350 -23.050 100.00
23.425 -23.050 100.00
23.500 -23.050 100.00
23.575 -23.050 100.00
23.650 -23.050 100.00
23.725 -23.050 100.00
23.800 -23.050 100.00
23.875 -23.050 100.00
23.950 -23.050 100.00
24.025 -23.050 100.00
24.100 -23.050 100.00
24.175 -23.050 100.00
24.250 -23.050 100.00
24.325 -23.050 100.00
24.400 -23.050 100.00
24.475 -23.050 100.00
24.550 -23.050 100.00
24.625 -23.050 100.00
24.700 -23.050 100.00
24.775 -23.050 100.00
24.850 -23.050 100.00
24.925 -23.050 100.00
25.000 -23.050 100.00
25.075 -23.050 100.00
25.150 -23.050 100.00
25.225 -23.050 100.00
25.300 -23.050 100.00
25.375 -23.050 100.00
25.450 -23.050 100.00
25.525 -23.050 100.00
25.600 -23.050 100.00
25.675 -23.050 100.00
25.750 -23.050 100.00
25.825 -23.050 100.00
25.900 -23.050 100.00
25.975 -23.050 100.00
26.050 -23.050 100.00
26.125 -23.050 100.00
26.200 -23.050 100.00
26.275 -23.050 100.00
26.350 -23.050 100.00
26.425 -23.050 100.00
26.500 -23.050 100.00
26.575 -23.050 100.00
26.650 -23.050 100.00
26.725 -23.050 100.00
26.800 -23.050 100.00
26.875 -23.050 100.00
26.950 -23.050 100.00
27.025 -23.050 100.00
22.750 -22.975 100.00
22.825 -22.975 100.00
22.900 -22.975 100.00
22.975 -22.975 100.00
23.050 -22.975 100.00
23.125 -22.975 100.00
23.200 -22.975 100.00
23.275 -22.975 100.00
23.350 -22.975 100.00
23.425 -22.975 100.00
23.500 -22.975 100.00
23.575 -22.975 100.00
23.650 -22.975 100.00
23.725 -22.975 100.00
23.800 -22.975 100.00
23.875 -22.975 100.00
23.950 -22.975 100.00
24.025 -22.975 100.00
24.100 -22.975 100.00
24.175 -22.975 100.00
24.250 -22.975 100.00
24.325 -22.975 100.00
24.400 -22.975 100.00
24.475 -22.975 100.00
24.550 -22.975 100.00
24.625 -22.975 100.00
24.700 -22.975 100.00
24.775 -22.975 100.00
24.850 -22.975 100.00
24.925 -22.975 100.00
25.000 -22.975 100.00
25.075 -22.975 100.00
25.150 -22.975 100.00
25.225 -22.975 100.00
25.300 -22.975 100.00
25.375 -22.975 100.00
25.450 -22.975 100.00
25.525 -22.975 100.00
25.600 -22.975 100.00
25.675 -22.975 100.00
25.750 -22.975 100.00
25.825 -22.975 100.00
25.900 -22.975 100.00
25.975 -22.975 100.00
26.050 -22.975 100.00
26.125 -22.975 100.00
26.200 -22.975 100.00
26.275 -22.975 100.00
26.350 -22.975 100.00
26.425 -22.975 100.00
26.500 -22.975 100.00
26.575 -22.975 100.00
